Region,Scenario,Variable,Year,scengroup,IMACLIM,IMAGE,WITCH,maxwacc,minwacc
China+,CoC-convergence,CCS,2075,1.5D,0.044980000000000006,0.05296912,0.05054171877204017,0.05296912,0.044980000000000006
China+,CoC-convergence,CCS,2080,1.5D,0.04452,0.05296912,0.05054171877204017,0.05296912,0.04452
China+,CoC-convergence,CCS,2085,1.5D,0.044070000000000005,0.052965660000000005,0.05054171877204017,0.052965660000000005,0.044070000000000005
China+,CoC-convergence,CCS,2090,1.5D,0.043590000000000004,0.05295927000000001,0.05054171877204017,0.05295927000000001,0.043590000000000004
China+,CoC-convergence,CCS,2095,1.5D,0.04311,0.05295509000000001,0.05054171877204017,0.05295509000000001,0.04311
China+,CoC-convergence,CCS,2100,1.5D,0.042649999999999993,0.05295509000000001,0.05054171877204017,0.05295509000000001,0.042649999999999993
China+,CoC-convergence,Coal,2020,1.5D,0.05700000000000018,0.056670860000000003,0.05668214293491871,0.05700000000000018,0.056670860000000003
China+,CoC-convergence,Coal,2025,1.5D,0.05600000000000014,0.05625845000000001,0.05668214293491871,0.05668214293491871,0.05600000000000014
China+,CoC-convergence,Coal,2030,1.5D,0.05500000000000012,0.05574293,0.05668214293491871,0.05668214293491871,0.05500000000000012
China+,CoC-convergence,Coal,2035,1.5D,0.054000000000000097,0.055227410000000005,0.05612345904814631,0.05612345904814631,0.054000000000000097
China+,CoC-convergence,Coal,2040,1.5D,0.05300000000000006,0.0547119,0.055564775161374,0.055564775161374,0.05300000000000006
China+,CoC-convergence,Coal,2045,1.5D,0.05200000000000004,0.05419638000000001,0.055006091274601605,0.055006091274601605,0.05200000000000004
China+,CoC-convergence,Coal,2050,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2055,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2060,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2065,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2070,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2075,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2080,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2085,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2090,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2095,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Coal,2100,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Gas,2020,1.5D,0.035000000000000184,0.034808860000000004,0.03482014293491871,0.035000000000000184,0.034808860000000004
China+,CoC-convergence,Gas,2025,1.5D,0.03400000000000015,0.03439645,0.03482014293491871,0.03482014293491871,0.03400000000000015
China+,CoC-convergence,Gas,2030,1.5D,0.03300000000000012,0.03388093,0.03482014293491871,0.03482014293491871,0.03300000000000012
China+,CoC-convergence,Gas,2035,1.5D,0.03200000000000009,0.033365410000000005,0.03426145904814631,0.03426145904814631,0.03200000000000009
China+,CoC-convergence,Gas,2040,1.5D,0.03100000000000006,0.0328499,0.0337027751613739,0.0337027751613739,0.03100000000000006
China+,CoC-convergence,Gas,2045,1.5D,0.030000000000000027,0.03233438,0.0331440912746016,0.0331440912746016,0.030000000000000027
China+,CoC-convergence,Gas,2050,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2055,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2060,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2065,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2070,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2075,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2080,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2085,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2090,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2095,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Gas,2100,1.5D,0.029,0.03181886,0.0325854073878292,0.0325854073878292,0.029
China+,CoC-convergence,Solar,2020,1.5D,0.044000000000000414,0.043959130000000006,0.04461181234481581,0.04461181234481581,0.043959130000000006
China+,CoC-convergence,Solar,2025,1.5D,0.040560000000000325,0.04254998000000001,0.042394768444568305,0.04254998000000001,0.040560000000000325
China+,CoC-convergence,Solar,2030,1.5D,0.03903000000000027,0.0405184,0.03975984474467421,0.0405184,0.03903000000000027
China+,CoC-convergence,Solar,2035,1.5D,0.038430000000000214,0.04025435000000001,0.037732946314814,0.04025435000000001,0.037732946314814
China+,CoC-convergence,Solar,2040,1.5D,0.03775000000000017,0.03930003,0.03699132019225201,0.03930003,0.03699132019225201
China+,CoC-convergence,Solar,2045,1.5D,0.03700000000000013,0.03898276,0.0365515485806111,0.03898276,0.0365515485806111
China+,CoC-convergence,Solar,2050,1.5D,0.036440000000000076,0.03840573,0.0360325263156107,0.03840573,0.0360325263156107
China+,CoC-convergence,Solar,2055,1.5D,0.036020000000000066,0.03782947,0.03551239269525481,0.03782947,0.03551239269525481
China+,CoC-convergence,Solar,2060,1.5D,0.03565000000000007,0.03737658,0.0350763105905832,0.03737658,0.0350763105905832
China+,CoC-convergence,Solar,2065,1.5D,0.03530000000000007,0.036447070000000005,0.0347439785357647,0.036447070000000005,0.0347439785357647
China+,CoC-convergence,Solar,2070,1.5D,0.03499000000000008,0.03562989,0.034408532720797504,0.03562989,0.034408532720797504
China+,CoC-convergence,Solar,2075,1.5D,0.03471000000000007,0.035430500000000004,0.0341147235805197,0.035430500000000004,0.0341147235805197
China+,CoC-convergence,Solar,2080,1.5D,0.03445000000000008,0.03532715000000001,0.0338556008501456,0.03532715000000001,0.0338556008501456
China+,CoC-convergence,Solar,2085,1.5D,0.03421000000000007,0.035052,0.033459202348966904,0.035052,0.033459202348966904
China+,CoC-convergence,Solar,2090,1.5D,0.03399000000000007,0.03435002000000001,0.03321262010300971,0.03435002000000001,0.03321262010300971
China+,CoC-convergence,Solar,2095,1.5D,0.033770000000000064,0.03405143,0.0329892213835351,0.03405143,0.0329892213835351
China+,CoC-convergence,Solar,2100,1.5D,0.03358000000000007,0.03396248,0.0327812881627881,0.03396248,0.0327812881627881
China+,CoC-convergence,Hydro,2020,1.5D,0.045000000000000186,0.04533306,0.045344342934918694,0.045344342934918694,0.045000000000000186
China+,CoC-convergence,Hydro,2025,1.5D,0.044170000000000154,0.044920650000000006,0.045344342934918694,0.045344342934918694,0.044170000000000154
China+,CoC-convergence,Hydro,2030,1.5D,0.043330000000000125,0.04440513000000001,0.045344342934918694,0.045344342934918694,0.043330000000000125
China+,CoC-convergence,Hydro,2035,1.5D,0.04250000000000009,0.04388961000000001,0.0447856590481463,0.0447856590481463,0.04250000000000009
China+,CoC-convergence,Hydro,2040,1.5D,0.04167000000000006,0.0433741,0.044226975161374,0.044226975161374,0.04167000000000006
China+,CoC-convergence,Hydro,2045,1.5D,0.04083000000000003,0.04285858000000001,0.0436682912746016,0.0436682912746016,0.04083000000000003
China+,CoC-convergence,Hydro,2050,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2055,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2060,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2065,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2070,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2075,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2080,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2085,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2090,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2095,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Hydro,2100,1.5D,0.04,0.042343070000000003,0.0431096073878292,0.0431096073878292,0.04
China+,CoC-convergence,Biomass,2020,1.5D,0.05700000000000018,0.056670860000000003,0.05668214293491871,0.05700000000000018,0.056670860000000003
China+,CoC-convergence,Biomass,2025,1.5D,0.05600000000000014,0.05625845000000001,0.05668214293491871,0.05668214293491871,0.05600000000000014
China+,CoC-convergence,Biomass,2030,1.5D,0.05500000000000012,0.05574293,0.05668214293491871,0.05668214293491871,0.05500000000000012
China+,CoC-convergence,Biomass,2035,1.5D,0.054000000000000097,0.055227410000000005,0.05612345904814631,0.05612345904814631,0.054000000000000097
China+,CoC-convergence,Biomass,2040,1.5D,0.05300000000000006,0.0547119,0.055564775161374,0.055564775161374,0.05300000000000006
China+,CoC-convergence,Biomass,2045,1.5D,0.05200000000000004,0.05419638000000001,0.055006091274601605,0.055006091274601605,0.05200000000000004
China+,CoC-convergence,Biomass,2050,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2055,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2060,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2065,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2070,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2075,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2080,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2085,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2090,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2095,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
China+,CoC-convergence,Biomass,2100,1.5D,0.051,0.05368086,0.05444740738782921,0.05444740738782921,0.051
Europe,CoC-reference,Onshore,2020,NDC,0.04924000000000037,0.04981577206078514,0.050038599580745496,0.050038599580745496,0.04924000000000037
Europe,CoC-reference,Onshore,2025,NDC,0.04728000000000034,0.04966418189359417,0.04953663971312839,0.04966418189359417,0.04728000000000034
Europe,CoC-reference,Onshore,2030,NDC,0.04573000000000034,0.048975225010765705,0.0489478254993983,0.048975225010765705,0.04573000000000034
Europe,CoC-reference,Onshore,2035,NDC,0.044590000000000324,0.047996682144699425,0.04844630807897969,0.04844630807897969,0.044590000000000324
Europe,CoC-reference,Onshore,2040,NDC,0.043770000000000316,0.04722899083641948,0.04801110358335319,0.04801110358335319,0.043770000000000316
Europe,CoC-reference,Onshore,2045,NDC,0.04301000000000031,0.046465609513946605,0.047627786776296394,0.047627786776296394,0.04301000000000031
Europe,CoC-reference,Onshore,2050,NDC,0.04233000000000031,0.045533735820994146,0.04728583727305599,0.04728583727305599,0.04233000000000031
Europe,CoC-reference,Onshore,2055,NDC,0.04174000000000031,0.04507897778630985,0.046977714844206,0.046977714844206,0.04174000000000031
Europe,CoC-reference,Onshore,2060,NDC,0.0412500000000003,0.0447459672468355,0.0466974882278621,0.0466974882278621,0.0412500000000003
Europe,CoC-reference,Onshore,2065,NDC,0.040820000000000294,0.04450311470250345,0.046440673839677794,0.046440673839677794,0.040820000000000294
Europe,CoC-reference,Onshore,2070,NDC,0.0404100000000003,0.04426042237649148,0.046203801673009,0.046203801673009,0.0404100000000003
Europe,CoC-reference,Onshore,2075,NDC,0.040040000000000284,0.04401306134335696,0.04598412345011879,0.04598412345011879,0.040040000000000284
Europe,CoC-reference,Onshore,2080,NDC,0.03969000000000029,0.043773860982515705,0.0457792939775361,0.0457792939775361,0.03969000000000029
Europe,CoC-reference,Onshore,2085,NDC,0.03938000000000029,0.043508674261277296,0.0455873376467033,0.0455873376467033,0.03938000000000029
Europe,CoC-reference,Onshore,2090,NDC,0.03908000000000028,0.04318691901372426,0.045406660756708093,0.045406660756708093,0.03908000000000028
Europe,CoC-reference,Onshore,2095,NDC,0.03881000000000028,0.042894393162290455,0.04523598948105179,0.04523598948105179,0.03881000000000028
Europe,CoC-reference,Onshore,2100,NDC,0.038550000000000285,0.04275977433418043,0.045074496918152,0.045074496918152,0.038550000000000285
Europe,CoC-reference,Offshore,2020,NDC,0.0628900000000003,0.06364108414467316,0.06426587852610238,0.06426587852610238,0.0628900000000003
Europe,CoC-reference,Offshore,2025,NDC,0.05733000000000028,0.06349054400176665,0.060473674843186456,0.06349054400176665,0.05733000000000028
Europe,CoC-reference,Offshore,2030,NDC,0.05278000000000025,0.06295335275968265,0.05895971868456614,0.06295335275968265,0.05278000000000025
Europe,CoC-reference,Offshore,2035,NDC,0.050110000000000245,0.06211291832844358,0.05817695155010763,0.06211291832844358,0.050110000000000245
Europe,CoC-reference,Offshore,2040,NDC,0.04871000000000024,0.06132831015133742,0.05764487812271033,0.06132831015133742,0.04871000000000024
Europe,CoC-reference,Offshore,2045,NDC,0.04764000000000024,0.06005081363017047,0.05697283242942293,0.06005081363017047,0.04764000000000024
Europe,CoC-reference,Offshore,2050,NDC,0.046660000000000236,0.059063857004429475,0.05595230426144963,0.059063857004429475,0.046660000000000236
Europe,CoC-reference,Offshore,2055,NDC,0.045830000000000225,0.058349666855101824,0.05515563214148863,0.058349666855101824,0.045830000000000225
Europe,CoC-reference,Offshore,2060,NDC,0.04518000000000022,0.057593450841063015,0.05427948050445433,0.057593450841063015,0.04518000000000022
Europe,CoC-reference,Offshore,2065,NDC,0.04463000000000022,0.057228862980090195,0.05353672382033163,0.057228862980090195,0.04463000000000022
Europe,CoC-reference,Offshore,2070,NDC,0.044120000000000215,0.05693198913114859,0.05298156881328403,0.05693198913114859,0.044120000000000215
Europe,CoC-reference,Offshore,2075,NDC,0.043650000000000216,0.056442619607040764,0.05237902989919133,0.056442619607040764,0.043650000000000216
Europe,CoC-reference,Offshore,2080,NDC,0.04322000000000021,0.05609010765109168,0.05174520666536403,0.05609010765109168,0.04322000000000021
Europe,CoC-reference,Offshore,2085,NDC,0.042840000000000204,0.055700296413059396,0.05118797240072383,0.055700296413059396,0.042840000000000204
Europe,CoC-reference,Offshore,2090,NDC,0.04248000000000021,0.05524523725230331,0.050679581755143734,0.05524523725230331,0.04248000000000021
Europe,CoC-reference,Offshore,2095,NDC,0.04215000000000021,0.0548054114586601,0.05026451103941314,0.0548054114586601,0.04215000000000021
Europe,CoC-reference,Offshore,2100,NDC,0.04184000000000021,0.05453170355046886,0.049823651507274934,0.05453170355046886,0.04184000000000021
Europe,CoC-reference,Nuclear,2020,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2025,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2030,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2035,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2040,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2045,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2050,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2055,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2060,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2065,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2070,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2075,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2080,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2085,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2090,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2095,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,Nuclear,2100,NDC,0.05343000000000028,0.05374931386660225,0.054578114775658264,0.054578114775658264,0.05343000000000028
Europe,CoC-reference,CCS,2020,NDC,0.056970000000000284,0.05710951285929744,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,CCS,2025,NDC,0.056950000000000285,0.05691035865434087,0.05803281477565826,0.05803281477565826,0.05691035865434087
Europe,CoC-reference,CCS,2030,NDC,0.05691000000000028,0.05690237059677232,0.058032814775658255,0.058032814775658255,0.05690237059677232
Europe,CoC-reference,CCS,2035,NDC,0.05687000000000029,0.05686533741838409,0.058032814775658255,0.058032814775658255,0.05686533741838409
Europe,CoC-reference,CCS,2040,NDC,0.05683000000000028,0.05675563716892338,0.058032814775658255,0.058032814775658255,0.05675563716892338
Europe,CoC-reference,CCS,2045,NDC,0.05678000000000028,0.05663767283414302,0.058032814775658255,0.058032814775658255,0.05663767283414302
Europe,CoC-reference,CCS,2050,NDC,0.05674000000000029,0.056618212620843884,0.058032814775658255,0.058032814775658255,0.056618212620843884
Europe,CoC-reference,CCS,2055,NDC,0.056700000000000285,0.056606797979247156,0.05803281477565825,0.05803281477565825,0.056606797979247156
Europe,CoC-reference,CCS,2060,NDC,0.056660000000000287,0.056602830977697374,0.05803281477565825,0.05803281477565825,0.056602830977697374
Europe,CoC-reference,CCS,2065,NDC,0.05662000000000028,0.05660214767605152,0.05803281477565825,0.05803281477565825,0.05660214767605152
Europe,CoC-reference,CCS,2070,NDC,0.05657000000000029,0.05660142933329563,0.05803281477565825,0.05803281477565825,0.05657000000000029
Europe,CoC-reference,CCS,2075,NDC,0.056500000000000286,0.05659031254113427,0.05803281477565825,0.05803281477565825,0.056500000000000286
Europe,CoC-reference,CCS,2080,NDC,0.056430000000000285,0.0565831203532978,0.05803281477565825,0.05803281477565825,0.056430000000000285
Europe,CoC-reference,CCS,2085,NDC,0.056360000000000285,0.056578459885662,0.05803281477565825,0.05803281477565825,0.056360000000000285
Europe,CoC-reference,CCS,2090,NDC,0.05628000000000029,0.056561622632286014,0.05803281477565825,0.05803281477565825,0.05628000000000029
Europe,CoC-reference,CCS,2095,NDC,0.05621000000000029,0.056550006504306534,0.05803281477565825,0.05803281477565825,0.05621000000000029
Europe,CoC-reference,CCS,2100,NDC,0.05614000000000027,0.05654240258342706,0.05803281477565825,0.05803281477565825,0.05614000000000027
Europe,CoC-reference,Coal,2020,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2025,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2030,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2035,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2040,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2045,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2050,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2055,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2060,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2065,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2070,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2075,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2080,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2085,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2090,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2095,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Coal,2100,NDC,0.056970000000000284,0.057204013866602246,0.05803281477565826,0.05803281477565826,0.056970000000000284
Europe,CoC-reference,Gas,2020,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2025,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2030,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2035,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2040,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2045,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2050,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2055,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2060,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2065,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2070,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2075,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2080,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2085,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2090,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2095,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Gas,2100,NDC,0.034970000000000286,0.03534201386660225,0.03617081477565826,0.03617081477565826,0.034970000000000286
Europe,CoC-reference,Solar,2020,NDC,0.05063000000000037,0.05119289232704063,0.05203561547531284,0.05203561547531284,0.05063000000000037
Europe,CoC-reference,Solar,2025,NDC,0.04746000000000035,0.05068236167589575,0.04994317538539522,0.05068236167589575,0.04746000000000035
Europe,CoC-reference,Solar,2030,NDC,0.04606000000000033,0.047555893036079405,0.04701088627653532,0.047555893036079405,0.04606000000000033
Europe,CoC-reference,Solar,2035,NDC,0.04530000000000033,0.04596165128431114,0.04534741152511321,0.04596165128431114,0.04530000000000033
Europe,CoC-reference,Solar,2040,NDC,0.04448000000000033,0.045393914254180864,0.043598296753347705,0.045393914254180864,0.043598296753347705
Europe,CoC-reference,Solar,2045,NDC,0.04368000000000032,0.044957419996454646,0.0429744015137813,0.044957419996454646,0.0429744015137813
Europe,CoC-reference,Solar,2050,NDC,0.04301000000000031,0.04439602023862425,0.04238503803340571,0.04439602023862425,0.04238503803340571
Europe,CoC-reference,Solar,2055,NDC,0.042450000000000314,0.043736591754602414,0.0418660673308241,0.043736591754602414,0.0418660673308241
Europe,CoC-reference,Solar,2060,NDC,0.0419600000000003,0.04317656133669549,0.04152065525578131,0.04317656133669549,0.04152065525578131
Europe,CoC-reference,Solar,2065,NDC,0.04152000000000031,0.042794810802772386,0.0411742797083806,0.042794810802772386,0.0411742797083806
Europe,CoC-reference,Solar,2070,NDC,0.0411100000000003,0.04252976579362325,0.0408618718967414,0.04252976579362325,0.0408618718967414
Europe,CoC-reference,Solar,2075,NDC,0.0407300000000003,0.042267412292630875,0.040573170193211106,0.042267412292630875,0.040573170193211106
Europe,CoC-reference,Solar,2080,NDC,0.04038000000000029,0.04192522506242913,0.0402898264756591,0.04192522506242913,0.0402898264756591
Europe,CoC-reference,Solar,2085,NDC,0.040050000000000294,0.04160996256401059,0.0400374900414732,0.04160996256401059,0.0400374900414732
Europe,CoC-reference,Solar,2090,NDC,0.03975000000000029,0.041297957854436365,0.0398084303900284,0.041297957854436365,0.03975000000000029
Europe,CoC-reference,Solar,2095,NDC,0.039460000000000287,0.04091192861590118,0.0395937657444338,0.04091192861590118,0.039460000000000287
Europe,CoC-reference,Solar,2100,NDC,0.03919000000000029,0.04063800936466863,0.0394031229687384,0.04063800936466863,0.03919000000000029
Europe,CoC-reference,Hydro,2020,NDC,0.045960000000000285,0.04586621386660225,0.04669501477565827,0.04669501477565827,0.04586621386660225
Europe,CoC-reference,Hydro,2025,NDC,0.045960000000000285,0.04586621386660225,0.04669501477565827,0.04669501477565827,0.04586621386660225
Europe,CoC-reference,Hydro,2030,NDC,0.045960000000000285,0.04586621386660225,0.04669501477565827,0.04669501477565827,0.04586621386660225
Europe,CoC-reference,Hydro,2035,NDC,0.045960000000000285,0.04586621386660225,0.04669501477565827,0.04669501477565827,0.04586621386660225
Europe,CoC-reference,Hydro,2040,NDC,0.045960000000000285,0.04586621386660225,0.04669501477565827,0.04669501477565827,0.04586621386660225
